source,appid,review_id,steam_language,created_at,updated_at,voted_up,votes_up,votes_funny,comment_count,weighted_vote_score,steam_purchase_type,received_for_free,written_during_early_access,steam_deck,review_text,author_steamid,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_playtime_at_review,author_last_played
steam,2795000,197407730,english,2025-06-16T20:57:50+00:00,2025-06-16T20:57:50+00:00,True,1,0,0,0.523809552192687988,,False,False,,"THIS IS A GREAT GAME
it's one of those games that is way too quality to be free
personally, i think this deserves the ratings
it's quite short, but a good play, and, overall, i think it's one of my top five.",76561199487293371,0,4,328,0,328,2025-02-02T17:05:15+00:00
steam,2795000,196430409,english,2025-06-05T03:46:16+00:00,2025-06-05T03:46:16+00:00,True,2,0,0,0.523809552192687988,,False,False,,"The Good: A cute simple art style, fun gameplay with satisfying stealth, a few collectibles worth collecting, a decent soundtrack, a nice little bit of story/cutscenes that adds charm to the experience

The Not-so Good: The gameplay could have perhaps had a little more depth if more mechanics were introduced, could have maybe had more variety in types of npcs

Overall, a pretty enjoyable game that is currently free, and has a fair amount of charm and humor.",76561199186182979,1166,15,233,0,233,2025-05-12T06:38:20+00:00
steam,2795000,196116340,english,2025-06-01T00:34:27+00:00,2025-06-01T00:34:27+00:00,True,1,1,0,0.523809552192687988,,False,False,,"I love games that turn the generic office space into a space for wacky antics.
My only complain, if there has to be one, is that I want more",76561198345409956,0,8,42,0,42,2025-06-01T00:28:48+00:00
steam,2795000,195870589,english,2025-05-29T04:57:07+00:00,2025-05-29T04:57:07+00:00,True,1,0,0,0.523809552192687988,,False,False,,"WHY ISNT THIS GAME LONGER. absoulutely amazing, sad i finished it in less than an hour. only critique is that it is a very very short game but expected because its free.",76561198880989174,0,6,43,0,43,2025-05-29T04:52:45+00:00
steam,2795000,195032378,english,2025-05-16T21:21:27+00:00,2025-05-16T21:21:27+00:00,True,1,0,0,0.523809552192687988,,False,False,,"One of the best free steam games I've played.
After being recommended it by a friend I gave it a try and I wasn't disappointed.
Amazing game if you're feeling bored and can't find something to do. It's relatively short but you can spend a good amount of time getting all the achievements.
Cute design too.",76561198985095934,241,4,159,0,100,2025-05-17T21:07:00+00:00
steam,2795000,193391072,english,2025-04-23T06:16:36+00:00,2025-04-23T06:16:36+00:00,True,2,0,0,0.523809552192687988,,False,False,,"Small, cute and fun game for an evening
Has quite nice humor and relatable problems for a lot of working people",76561198079954107,211,2,122,0,122,2025-02-08T21:50:59+00:00
steam,2795000,192180073,english,2025-04-06T23:17:38+00:00,2025-04-06T23:17:38+00:00,True,1,0,0,0.523809552192687988,,False,False,,"A short but very good game, and it's free, I recommend it.",76561199014000314,272,9,139,0,136,2025-04-07T23:51:23+00:00
steam,2795000,192121776,english,2025-04-06T09:42:10+00:00,2025-04-06T09:42:10+00:00,True,1,0,0,0.523809552192687988,,False,False,,"Considering that the game is free to play, it is AWESOME!
It is a short game, but it is full of action and strategy
Also Kyle is the cutest werewolf there is",76561199019049503,29,3,141,0,141,2025-04-06T09:38:50+00:00
steam,2795000,189701766,english,2025-03-08T16:46:23+00:00,2025-03-08T16:47:41+00:00,True,3,0,0,0.523809552192687988,,False,False,,"Amazing concept, fun gameplay. Felt like single player version of Among Us.",76561199700388366,0,7,91,0,91,2025-03-08T16:44:43+00:00
steam,2795000,189695663,english,2025-03-08T15:34:23+00:00,2025-03-08T15:34:23+00:00,True,1,0,0,0.523809552192687988,,False,False,,Great gameplay and music! I would love more short charming games like this.,76561198153371747,0,4,42,0,42,2025-03-08T03:39:01+00:00
steam,2795000,189538702,english,2025-03-06T20:40:39+00:00,2025-07-01T07:57:36+00:00,True,1,0,0,0.523809552192687988,,False,False,,"8/10
A stealth cleaning game? Heck yeah!
Simple concept, well executed.

The art style is cute, the story (while short) is also cute. Just a very cute and fun game. Probably only gonna take less than an hour to complete for the first time, and getting every level perfect might only take a few hours at most. So it’s a short game, that’s it’s biggest drawback. But hey, if this game was $5 I’d play it and feel satisfied. $10? Still worth it. For free? If you like the sound of it there’s literally no reason not to try it!",76561198039303348,93,20,54,0,54,2025-03-05T08:12:19+00:00
steam,2795000,188995411,english,2025-02-28T22:00:14+00:00,2025-02-28T22:00:53+00:00,True,1,0,0,0.523809552192687988,,False,False,,"Such a fun little game. Fun concept, really cute graphics and doesn't overstay it's welcome. And it's completely free! I still hope we will see more like this in the future, maybe even see Kyle again. <3",76561197963119937,1966,41,173,0,173,2024-09-15T12:16:36+00:00
steam,2795000,188689952,english,2025-02-24T23:20:19+00:00,2025-02-24T23:20:19+00:00,True,3,0,0,0.523809552192687988,,False,False,,"Cute little game, short and sweet. It's free so I definitely can't recommend it enough.",76561198049940173,758,55,25,0,25,2025-02-24T23:19:56+00:00
steam,2795000,188552567,english,2025-02-23T05:07:22+00:00,2025-02-23T05:07:22+00:00,True,1,0,0,0.523809552192687988,,False,False,,I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THIS I LOVE THI,76561199068298457,0,6,66,0,66,2025-02-22T16:19:52+00:00
steam,2795000,202010554,english,2025-08-12T23:55:59+00:00,2025-08-12T23:55:59+00:00,True,1,1,0,0.52173912525177002,,False,False,,"Basically an office simulator. You avoid your coworkers, and if they approach you, you eat them.
10/10",76561198073896995,115,2,132,0,85,2025-08-23T19:04:01+00:00
steam,2795000,192229284,english,2025-04-07T16:18:35+00:00,2025-04-07T16:18:35+00:00,True,1,1,0,0.52173912525177002,,False,False,,"Short but very enjoyable game with simple mechanics and a lovely artstyle, even with all the piss and gore lol. I think it's really fun to play.",76561198972902234,0,1,158,0,158,2025-04-07T13:24:28+00:00
steam,2795000,189388543,english,2025-03-04T21:45:16+00:00,2025-03-04T21:45:16+00:00,True,1,0,0,0.52173912525177002,,False,False,,clean messes kill fred and get all the collectobles really fun game little movies are so cool fininshed in an hour and rememer kill everyone. personally love the game will get the plush just a fun game for the expirience.,76561199766412169,25,2,59,0,59,2025-03-04T21:37:38+00:00
steam,2795000,188767516,english,2025-02-26T02:22:15+00:00,2025-02-26T02:22:15+00:00,True,1,0,0,0.52173912525177002,,False,False,,"Great student project game, Short, Fun, Cute and Free whats not to love?

Would really like to see what else this developer has to offer in the future.",76561197961076555,0,24,40,0,40,2025-02-26T02:17:25+00:00
steam,2795000,187609578,english,2025-02-10T04:47:24+00:00,2025-02-10T04:47:24+00:00,True,1,0,0,0.52173912525177002,,False,False,,"Very cute and fun game, happy to spend the time i did with it. 18/10 kyle is best boi",76561198324260109,88,3,173,0,173,2025-02-10T04:42:11+00:00
steam,2795000,187540713,english,2025-02-09T10:13:31+00:00,2025-02-09T10:13:31+00:00,True,1,0,0,0.52173912525177002,,False,False,,"This game... is so well made.
Right after booting it up, I felt Hi-Fi Rush vibes.
Such an ending too... I feel bad for Kyle.

Worth every goddamn minute.",76561199096601109,0,12,67,0,51,2025-02-09T10:30:25+00:00
steam,2795000,199973775,english,2025-07-16T23:39:10+00:00,2025-07-16T23:39:10+00:00,True,2,0,0,0.519999980926513672,,False,False,,"I really enjoyed playing this game, would recommend if you like casual games. Plus the art style is cute, so that's a bonus!",76561199073046436,94,9,204,0,146,2025-07-17T13:00:21+00:00
steam,2795000,200441895,english,2025-07-23T14:33:44+00:00,2025-07-23T14:33:44+00:00,True,2,0,0,0.519230782985687256,,False,False,,"Super short, cute and fun
1 hour is enough to get all achievements and its sweet how your desk changes as you unlock them

Easy recommend!",76561198054311913,131,51,76,0,76,2025-07-18T22:43:39+00:00
steam,2795000,202417498,english,2025-08-18T21:59:02+00:00,2025-08-18T21:59:02+00:00,True,2,0,0,0.517241418361663818,,False,False,,Best free game in steam. This game changed my life. I 100% completed it and i still want more.,76561199553293485,0,7,335,0,335,2024-08-23T10:02:21+00:00
steam,2795000,188783710,english,2025-02-26T09:59:54+00:00,2025-02-26T10:02:35+00:00,True,1,0,1,0.517241418361663818,,False,False,,"Amazingly charming. The dialogue is perfectly concise, expressive, and just fun! I got attached instantly.
The game doesn't stress you out and hard punish you for making mistakes, it is forgiving to be relaxing.

Every minute and inch of this game is oozing with talent and heart, I hope more games are made by this team

ITS FREE!!! PLAY IT!!! ONE HOUR TO MAKE YOUR DAY!!!",76561198158615774,131,2,50,0,49,2025-02-27T08:43:41+00:00
steam,2795000,216652385,english,2026-01-24T01:51:47+00:00,2026-01-24T01:51:47+00:00,True,2,0,0,0.517133951187133789,,False,False,,"SUPER fun!! The game has adorable art, Kyle is such a relatable and lovable lead, the story is super silly and entertaining, it has really entertaining little cutscenes, and it doesn't hold back on it's cartoon gore! The gameplay is also really fun, gains new elements as you play, and is just challenging enough.(As a not so stealthy player... ^^"" ) The achievements also added some more fun challenges for me to try and chase! Loved 100%-ing this one. <3

For $free.99 this is a total steal; I hope we get more stories with Kyle the WereCleaner!!",76561198094944146,0,6,401,401,401,2026-01-24T01:22:11+00:00
steam,2795000,187603621,english,2025-02-10T02:25:23+00:00,2025-02-10T02:25:23+00:00,True,1,0,0,0.514501869678497314,,False,False,,"Absolutely phenomenal. Even though I wasn't great at it, it was easy to have fun. Especially when you needed to wait instead of blaze through. 10/10, would beg on my knees for some sort of sequel or at least a concept art book.",76561199545891612,73,5,78,0,33,2025-02-12T01:21:01+00:00
steam,2795000,208658501,english,2025-11-07T20:16:30+00:00,2025-11-07T20:16:30+00:00,True,1,2,0,0.513513505458831787,,False,False,,"Fun, free game.

Got distracted and kept eating people, even if I was not spotted. Very fun.

Apparently, there is some cleaning in this game, too.",76561198045322345,0,9,29,0,29,2025-11-07T17:51:10+00:00
steam,2795000,196731170,english,2025-06-08T16:52:50+00:00,2025-06-08T16:52:50+00:00,True,1,0,0,0.512820541858673096,,False,False,,"the game is really great! but it's a shame that the game itself its really short, but i would absolutely LOVE if it got a sequence!

",76561199089543354,0,10,41,0,41,2025-06-08T02:29:45+00:00
steam,2795000,188690012,english,2025-02-24T23:21:19+00:00,2025-02-24T23:21:19+00:00,True,4,0,0,0.560439586639404297,,True,False,,I really liked the story of this game. It's very cute.,76561198189850767,0,1,299,0,75,2025-03-02T19:36:08+00:00
steam,2795000,193186328,english,2025-04-20T13:32:44+00:00,2025-04-20T13:32:44+00:00,True,2,0,1,0.508196711540222168,,False,False,,very cute and nice stealth game. 10/10 concept. love the killing.,76561199404337606,57,9,173,0,173,2025-04-20T13:30:18+00:00
steam,2795000,209999311,english,2025-11-24T09:29:18+00:00,2025-11-24T09:29:18+00:00,True,2,0,0,0.501607716083526611,,False,False,,"loved this game, bagging the worker with the fangs should be an achievement",76561198145342659,0,6,177,0,69,2025-11-30T08:08:40+00:00
steam,2795000,187964215,english,2025-02-15T14:22:05+00:00,2025-02-15T14:22:05+00:00,True,2,2,0,0.501084625720977783,,True,False,,"A nice and quick experience. I recommend it mostly for furries and others that like werewolves and such. Also, RIP Daryl. You were an A-hole and murdered me twice, but rest in peace.",76561199546688058,8,10,117,0,59,2025-02-22T22:01:02+00:00
steam,2795000,217283641,english,2026-01-31T20:26:46+00:00,2026-01-31T20:38:50+00:00,True,0,0,0,0.5,,False,False,,"I recommend this game because it's fun to stealth around. 
If you're trying to 100% this game, don't be 2 seconds late on level 6 like I was 6 times in a row. 
Maybe I just have a skill issue...",76561199174522377,0,6,277,277,277,2026-01-31T19:54:56+00:00
steam,2795000,217279016,english,2026-01-31T19:27:56+00:00,2026-01-31T19:27:56+00:00,True,0,0,0,0.5,,False,False,,"I NEED MORE!!! GIVE ME MORE!!!

Though in all honesty, with all jokes aside, this is a very great game. Loved watching Daryl do insane as I myself go insane trying to not kill anyone. (Getting 90% of a level done before accidentally killing someone therefor having to start the level over, again, does take a toll on ones own mental state). As stated earlier, my one complaint is that the game is short (Would love to see more content and/or a sequel in the future)",76561199879984097,0,1,59,59,59,2026-01-30T22:52:49+00:00
steam,2795000,217208548,english,2026-01-30T23:54:17+00:00,2026-01-30T23:54:17+00:00,True,0,0,0,0.5,,False,False,,"I found this game to be pretty interesting, something new for me to try out, and found it worth playing and 100% the game for something free",76561199588700817,136,12,154,0,154,2025-12-12T01:15:55+00:00
steam,2795000,217157021,english,2026-01-30T11:19:35+00:00,2026-01-30T11:19:35+00:00,True,0,0,0,0.5,,False,False,,"I genuinely cannot believe this game is free to play, this is an incredibly fun stealth game with great dialogue humour and great visuals. I really hope more games come out from this developer team.",76561198315952494,41,8,111,43,67,2026-01-31T00:07:13+00:00
steam,2795000,217148774,english,2026-01-30T07:49:35+00:00,2026-01-30T07:49:35+00:00,True,0,0,0,0.5,,False,False,,"Genuinely, HOW IS THIS FREE?!?! This is insanely good for a F2P game. This needs to be paid or atleast have DLC. Please, I wanna give you my money. This is super good. Definitely try this game out, it's insanely fun.",76561199405616067,68,39,57,57,13,2026-01-30T09:08:19+00:00
steam,2795000,217017512,english,2026-01-28T12:31:59+00:00,2026-01-28T12:31:59+00:00,True,0,0,0,0.5,,False,False,,The game is enjoyable despite being short and sweet. I wish there was more levels to this! I'll most definitely spend more time trying to get 5 stars on all the available levels and getting the collectables.,76561198147056779,0,5,137,137,66,2026-01-31T04:58:30+00:00
steam,2795000,217011517,english,2026-01-28T10:16:16+00:00,2026-01-28T10:16:16+00:00,True,0,0,0,0.5,,False,False,,"Short and fun, very enticing game loop.",76561199068826595,0,5,205,205,205,2026-01-28T10:15:43+00:00
steam,2795000,216981946,english,2026-01-27T22:53:02+00:00,2026-01-27T22:53:02+00:00,True,0,0,0,0.5,,False,False,,"Had this in my library for ages because the trailer looked up my alley.

Just decided to give it a go today and what a fun game. It's short but sweet which is fantastic if you don't have all the time in the world to get stuck into a game. 

The art style is fun, the gameplay is fairly easy but if you want to go for 100% then it becomes a lot more challenging (giving it more replayability than you would expect). Favourite achievement is the one where you have to just ruthlessly slaughter all your coworkers (we've all been there) 10/10.",76561198189590821,118,2,90,90,90,2026-01-27T22:38:53+00:00
steam,2795000,216915582,english,2026-01-27T04:31:36+00:00,2026-01-27T04:31:36+00:00,True,0,0,0,0.5,,False,False,,"Probably the most fun free game I have ever played on Steam. It's unique, short and sweet, and has a genuinely good story. The only thing I want more out of this game is more levels with a deeper dive into the story, but what more can you ask of from a free game. 9/10",76561199082227694,0,3,118,118,67,2026-01-27T18:11:56+00:00
steam,2795000,216849456,english,2026-01-26T13:59:08+00:00,2026-01-26T13:59:08+00:00,True,0,0,0,0.5,,False,False,,Streamed this game to my friend and we ended up voice acting Daryl and Kyle and it was really fun. I find the art style and animation to be really charming too :),76561199804345080,0,6,76,76,76,2026-01-25T14:43:49+00:00
steam,2795000,216834952,english,2026-01-26T08:09:28+00:00,2026-01-26T08:15:53+00:00,True,0,0,0,0.5,,False,False,,"This game mixed moving out and powerwashing simulator and created something awesome to sit and chill with. I Would recomend to anyone who needs to fill a few hours with a cute artstyle and fun and simple gameplay loop that never gets uninteresting. 
Also, very polished for a completely free game with no microtransactions, I'm surprised this game didn't cost more money 😁.",76561199221075615,0,4,110,110,110,2026-01-26T08:07:22+00:00
steam,2795000,216826530,english,2026-01-26T04:16:07+00:00,2026-01-26T04:16:07+00:00,True,0,0,0,0.5,,False,False,,"Very fun and adorable. It was very frustrating trying to get 5 stars, there were so many times I was only 1 second off, but overall a very enjoyable game and I enjoyed the challenge.",76561199375085366,0,2,319,319,319,2026-01-26T04:11:56+00:00
steam,2795000,216821687,english,2026-01-26T02:27:22+00:00,2026-01-26T02:27:22+00:00,True,0,0,0,0.5,,False,False,,"very well polished small game, you can do a bunch of stuff and doing anything in this game feels great and is fun. It looks great and is super cute to boot.",76561198962504130,0,5,160,160,139,2026-01-26T02:27:55+00:00
steam,2795000,216810449,english,2026-01-25T22:45:10+00:00,2026-01-25T22:45:10+00:00,True,0,0,0,0.5,,False,False,,"Had a fantastic experience playing the game; It's got a nice art style and a fun gameplay loop. It's story is just long enough for the game and the mechanics are well thought out. The gam lags a little if you make to much of a mess, but most the time everything worked really well. I highly recommend at least giving the game a try; chances are you'll platinum it because it's just that fun.",76561198339361707,0,2,140,140,140,2026-01-25T22:40:59+00:00
steam,2795000,216799380,english,2026-01-25T20:00:55+00:00,2026-01-25T20:00:55+00:00,True,0,0,0,0.5,,False,False,,"Really liked it, cute graphics and great, wacky, well-executed mechanics easily makes this a 10/10 game for me. My only complaint would be the lack of playtime, but for free, you can't really go wrong, Knows what it wants to do and does it well.",76561198065131877,0,7,157,157,157,2026-01-25T15:22:04+00:00
steam,2795000,216779100,english,2026-01-25T15:36:23+00:00,2026-01-25T15:36:23+00:00,True,0,0,0,0.5,,False,False,,This was great. A cute concept with just enough depth that doesn't overstay its welcome. Cute and violent this well put together game is a prime example of a whacky concept executed perfectly. No complaints. When the full moon rises you should pick this up and clean an office.,76561198004372851,869,279,69,69,69,2026-01-25T06:21:55+00:00
steam,2795000,216774882,english,2026-01-25T14:38:46+00:00,2026-01-25T14:38:46+00:00,True,0,0,0,0.5,,False,False,,"Very fun to play, but is challenging when 100% this game, but not horrible to do, because the levels are so short and u can replay the same level many times, to practice to perfect it, then it get easier and easier when u get familiar with the NPCs walking paths. I love a good fun cleaning game and this was fun and quirky, and best of all, FREE GAME! 

U would enjoy this if you like: Cleaning game, doesn't mind the cartoony-gore, and like to perfect and polish up your routine to perfect a level, and looking for couple of hours to kill. If you're struggling with something, the guides are a big help :-)",76561199242413726,194,46,193,193,193,2026-01-25T14:32:05+00:00
steam,2795000,216762043,english,2026-01-25T11:11:53+00:00,2026-01-25T11:11:53+00:00,True,0,0,0,0.5,,False,False,,"such a cool game yes short but the story and gameplay are so fun even the 100% was epic 
wish that it had more levels",76561199629732167,0,1,148,148,148,2026-01-25T11:06:49+00:00
steam,2795000,216743452,english,2026-01-25T04:45:13+00:00,2026-01-25T04:45:13+00:00,True,0,0,0,0.5,,False,False,,"this was so fun and quirky ! not too short either . the last few levels were a bit challenging , i found myself having to re run them a few times to beat the levels . VERY replayable & if your a perfectionist then getting 5 stars on all the levels is a bit challenging as well. i like a lil dark humor/gore in my kawaii lil animal games lol",76561198805679223,0,1,103,103,60,2026-01-26T08:53:06+00:00
steam,2795000,216727106,english,2026-01-24T23:21:03+00:00,2026-01-24T23:21:03+00:00,True,0,0,0,0.5,,False,False,,"Very fun game concept, very silly. The last level is understandably the hardest but if you struggle with keyboard controls like I do you may have a hard time reacting and moving quick enough to complete the game.",76561198814377935,96,4,50,0,50,2025-12-29T20:08:41+00:00
steam,2795000,216673974,english,2026-01-24T10:07:58+00:00,2026-01-24T10:07:58+00:00,True,0,0,0,0.5,,False,False,,Even though it's only an hour of play (or 2-3 if you're achievement hunting) this was such a fun and engaging game that I'm looking forward to seeing what else the developer creates in future.,76561198019202486,0,12,140,140,140,2026-01-24T02:43:12+00:00
steam,2795000,216520094,english,2026-01-22T04:36:20+00:00,2026-01-22T04:36:20+00:00,True,0,0,0,0.5,,False,False,,"This is the perfect satisfying cozy game I think I have ever played. It has the be one of the best to ever do it.
:) 10/10.",76561198765839243,0,6,115,115,115,2026-01-22T04:34:48+00:00
steam,2795000,216494305,english,2026-01-21T19:41:14+00:00,2026-01-21T19:41:14+00:00,True,0,0,0,0.5,,False,False,,"A short and fun game. Nothing to complain about. I can see myself paying $7-10 for it if they added more levels or additional modes. Overall, a pretty enjoyable, wholesome experience!",76561199211485388,0,29,118,118,118,2026-01-21T19:36:10+00:00
steam,2795000,216460181,english,2026-01-21T08:38:18+00:00,2026-01-21T08:38:18+00:00,True,0,0,1,0.5,,True,False,,"Very fun game, i love Kyle, the models look really cool, the art is really cool, getting the achievements was very fun (except for Just a Little Guy, and saturday no kills 5 star. But its doable) I wish there was alternate endings as the one we got was a little sad and sudden, but besides that this game was very fun. (Maybe we could get DLC or a sequel?)",76561199033847133,60,12,258,22,258,2026-01-21T08:34:42+00:00
steam,2795000,216272479,english,2026-01-18T18:33:33+00:00,2026-01-18T18:33:33+00:00,True,0,0,0,0.5,,False,False,,"A charming little experience, packed with detail and personality! You can really feel the developers' passion throughout the game. It's quick and fairly easy to 100%, making it a perfect pick for anyone looking for a short, cozy and delightfully silly game.",76561198120347997,671,6,172,172,172,2026-01-18T17:56:11+00:00
steam,2795000,216224578,english,2026-01-18T05:26:47+00:00,2026-01-18T05:26:47+00:00,True,0,0,0,0.5,,False,False,,Super cute game! I had so much fun exploring and playing. The story is so cute and the mechanics are just simply and challenging enough.,76561198355840096,126,16,104,104,56,2026-01-18T19:00:28+00:00
steam,2795000,216174885,english,2026-01-17T16:24:37+00:00,2026-01-17T16:24:37+00:00,True,0,0,0,0.5,,False,False,,"Fun(ny), interesting progressions, great music, great concept, and well executed. Short and sweet! Great job USC. Can't believe it's free... But because of that I am definitely checking out the rest of the catalogue!",76561198151287876,0,2,168,125,43,2026-01-30T00:57:17+00:00
steam,2795000,216170786,english,2026-01-17T15:30:47+00:00,2026-01-17T15:30:47+00:00,True,0,0,0,0.5,,False,False,,"definitely a fun, replayable game, it has multiple fun levels, the story and characters have so much to love, the game mechanics are interesting, having multiple things to do even after you complete all the levels like finding collectables! i personally had a lot of fun, and despite finishing the game ill definitely play again",76561199832610447,0,8,305,109,195,2026-01-22T02:14:09+00:00
steam,2795000,216096178,english,2026-01-16T17:36:12+00:00,2026-01-16T17:36:12+00:00,True,0,0,0,0.5,,False,False,,"Progression is a too flat in the days 4-6, but the last day makes things exciting again. Well polished, but the game and its headcount only makes sense for a student game. 

Does not bring much to the table for the player. At least the student devs got something out of this.",76561198304495787,337,101,42,0,37,2026-01-16T17:43:17+00:00
steam,2795000,216062169,english,2026-01-16T05:26:29+00:00,2026-01-16T05:26:29+00:00,True,0,0,0,0.5,,False,False,,"How DARE this game be so short!!?? 

This was fantastic, I want at least 20 times the content. Please tell me you're making more and thisd was just a demo.... PLEASE??",76561198057209239,274,3,40,0,40,2026-01-16T05:25:29+00:00
steam,2795000,216061899,english,2026-01-16T05:20:15+00:00,2026-01-16T05:20:15+00:00,True,0,0,0,0.5,,False,False,,"I genuinely can't believe they are giving this game away for free. The WereCleaner is one of the cutest games I've played. It puts a nice twist on the classic cleaning sim by adding in a little bit of horror. The ability to either massacre your coworkers and eat them or to sneak by them is so fun! The art style is also adorable, it reminds me of animal crossing. Overall it's a very short game but it's so worth playing <3",76561199105869022,144,34,140,0,134,2026-01-16T07:18:20+00:00
steam,2795000,216055464,english,2026-01-16T02:35:14+00:00,2026-01-16T02:35:14+00:00,True,0,0,0,0.5,,False,False,,"I got to say this is by far the best and most cutest Werewolf game I have ever played. I came across Forever Neena playing this game. Remember this game was coming out, and had to play this game. This game is worth the play. Kyle looks so cute as a Werewolf. I guess he gets sensitive if anyone sees him as a Werewolf. Highly recommend it.",76561198845168504,183,17,257,0,257,2026-01-16T02:32:05+00:00
steam,2795000,216035557,english,2026-01-15T19:45:18+00:00,2026-01-15T19:45:18+00:00,True,0,0,0,0.5,,False,False,,"Short and sweet cleaning simulator with stealth mechanics and cutesy art style, the fact this game is free is totally crazy, and the main  reason why everybody should play it ;)",76561198082747824,0,5,120,0,120,2026-01-15T19:30:23+00:00
steam,2795000,215990573,english,2026-01-15T01:38:09+00:00,2026-01-15T01:38:09+00:00,True,0,0,0,0.5,,False,False,,"Silly art style, fun and short gameplay. What more do you need?",76561198820575316,0,14,47,0,47,2026-01-15T01:36:23+00:00
steam,2795000,215967344,english,2026-01-14T17:17:11+00:00,2026-01-14T17:17:11+00:00,True,0,0,0,0.5,,False,False,,"just 100% the game today. I do recommend for anyone who's going to play for a calming relaxing time and isn't going to stress about the 5 stars all days. I hope the grandma falls down the stairs and breaks her neck
8/10",76561199878942268,44,9,155,0,155,2026-01-14T17:10:48+00:00
steam,2795000,215936806,english,2026-01-14T03:58:02+00:00,2026-01-14T03:58:02+00:00,True,0,0,0,0.5,,False,False,,"i love this game so much. its so good, cute and simple but also hard enough that its entertaining.",76561198820353164,0,12,218,0,204,2026-01-14T04:12:44+00:00
steam,2795000,215931323,english,2026-01-14T01:36:01+00:00,2026-01-14T01:36:01+00:00,True,0,0,0,0.5,,False,False,,"What an absolutely adorable indie game, I would highly recommend anyone to give this a try especially since it's free to play. It was obvious from the detailed collectables to the comic styled cutscenes and the easter egg of your co-workers being the team that made this game shows just how much love was put into it. 

My only peeve would be the “bagging” mechanic in the game that seems a tad buggy as you’ll be in the middle of the animation but eat the co-worker instead, besides that? It's a wonderful game!
",76561199069298935,0,5,201,0,174,2026-01-14T16:10:50+00:00
steam,2795000,215928762,english,2026-01-14T00:30:35+00:00,2026-01-14T00:30:35+00:00,True,0,0,0,0.5,,False,False,,"Honestly surprising this game is free because it’s that good. It’s short but feels perfect, with fun stealth-strategy gameplay about a werewolf just trying to do his job. The cartoony art style fits it perfectl, definitely a must-play.",76561199123635530,94,36,47,0,47,2026-01-13T14:10:06+00:00
steam,2795000,215830817,english,2026-01-12T15:53:08+00:00,2026-01-12T15:53:08+00:00,True,0,0,0,0.5,,False,False,,"Short, fun and sweet game with a little bit of a story that is funny to see how it pans out. For a free game, its a huge recommend!",76561198883618539,0,2,39,0,39,2026-01-12T15:51:27+00:00
steam,2795000,215724502,english,2026-01-11T08:20:21+00:00,2026-01-11T08:20:21+00:00,True,0,0,0,0.5,,False,False,,"100% in 2.7hrs very fun game, pretty tricky with some of the 5 stars but not too hard overall
definitly recommend trying it out <3",76561198345889775,0,6,178,0,141,2026-01-11T08:32:55+00:00
steam,2795000,215720547,english,2026-01-11T07:02:23+00:00,2026-01-11T07:02:23+00:00,True,0,0,0,0.5,,False,False,,Such a frustrating and fun game!! Going for the no killed sticker and five stars at the same time is sooo nerve wrecking as you edge the kill instinct. Highly recomend for the art work of the end credits. Thank you to everyone that made and playtested the game. Stay safe everyone!!! o/,76561199285983120,0,1,406,0,406,2026-01-11T06:54:26+00:00
steam,2795000,215716464,english,2026-01-11T05:34:38+00:00,2026-01-11T05:34:38+00:00,True,0,0,0,0.5,,False,False,,"one word: amazing.
i went into this thinking it would just be a mid game, and HOLY was i proven wrong quickly.
the animation while simple and small, is very smooth.
the songs are quite good, and trying to stay out of sight proved to be quite a challenge, and if i did get found, well...


no wittnesses.

the collectable discriptions gave a chuckle or two.
i like the premese of the game. its very simple, but i still like it.
this game has some commedy here and there, and the ending? i wont spoil the ending, but i was suprised.
and one of the best parts? the game is free.
having put so much effort yet the game is free actully feels a bit ilegal.

this game is fun, has comedy.

what more could you ask for?",76561198751341889,0,1,131,0,122,2026-01-11T18:54:55+00:00
steam,2795000,215678556,english,2026-01-10T19:36:33+00:00,2026-01-10T19:36:33+00:00,True,0,0,0,0.5,,False,False,,"Cute little stealth game. Its fun, well-made and free. Definitely worth playing!",76561199088764419,207,138,118,0,118,2024-07-02T07:50:12+00:00
steam,2795000,215642053,english,2026-01-10T12:06:55+00:00,2026-01-10T12:06:55+00:00,True,0,0,0,0.5,,False,False,,"WONDERFUL GAME, its almost a shame its free for its high quality! Short and fun, 10/10",76561198187393243,0,8,119,0,119,2026-01-10T12:06:12+00:00
steam,2795000,215621679,english,2026-01-10T05:33:02+00:00,2026-01-10T05:33:02+00:00,True,0,0,0,0.5,,False,False,,"Cutest game I’ve played yet, the story to this game is very interesting to me. Best thing about this game is that is FREE !",76561198870239039,0,19,119,0,119,2024-05-28T05:02:24+00:00
steam,2795000,215588377,english,2026-01-09T20:00:15+00:00,2026-01-09T20:01:59+00:00,True,0,0,0,0.5,,False,False,,"Clever game premise, cute artstyle, and great value for money (can't believe it's free!)
Only gripe I have is that I struggled for a while to get 5 stars on all levels because of the tight time limit, but that's more of a skill issue on my part",76561199112564039,0,5,240,0,240,2026-01-09T19:45:41+00:00
